ID Laundry,Name,Fulladdress,Categories,phone,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Opening Hours,Featured Image,Layanan
11,Sorcha Laundry Cibadak (Laundry Antar Jemput Bandung),"Gg. Ibu Aisah No.9a, Cibadak, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40241",Binatu,+62 811-1111-2731,275,5.0,https://search.google.com/local/reviews?placeid=ChIJ_XkOzCDnaC4REI4WilwNTrI&q=la,https://www.google.com/maps?cid=12848221478039490064,-6.921233699999999,107.5922435,http://sorchalaundry.com/,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipM0MSqqXoRjOcy4R6o31peG6wXLbV_YdoOvJAaQ,"just wash, iron wash"
12,Laundry88,"Jl. Astana Anyar No.308, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat ",Binatu,+62 812-2415-8658,58,4.6,https://search.google.com/local/reviews?placeid=ChIJK_18SpnoaC4RFluyIedFbj0&q=la,https://www.google.com/maps?cid=4426552342756875030,-6.933821,107.602334,None,"Sabtu: [09.00-21.00], Minggu: [09.00-21.00], Senin: [09.00-21.00], Selasa: [09.0",https://lh5.googleusercontent.com/p/AF1QipPTDl3dnAC7Qqg_3_qmK9dlSRdtcMSXg5oAcc-t,"just wash, iron wash"
13,Dokter Clean Cibadak | Laundry Express Bandung | Laundry Antar Jemput,"Jl. Cibadak No.213-227, Cibadak, Kec. Astanaanyar, Kota Bandung, Jawa Barat 4024",Layanan Binatu,+62 812-8884-9393,171,4.9,https://search.google.com/local/reviews?placeid=ChIJKYjXHeXnaC4RdPQtlFmvggk&q=la,https://www.google.com/maps?cid=685302892586726516,-6.921087399999999,107.5955639,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipP_0oiFGYXUtJLebUwZ1DWvBgk2qMSHDT-7bac=,"just wash, dry cleaning, iron wash"
14,Laundry 88,"3HCX+6F3, Gg. Hidayah, Panjunan, Kec. Astanaanyar, Kota Bandung, Jawa Barat 4024",Layanan Binatu,None,4,5.0,https://search.google.com/local/reviews?placeid=ChIJJ_g37p_oaC4RUaQSdRJLnzk&q=la,https://www.google.com/maps?cid=4152119924104537169,-6.92948,107.5986592,None,None,None,"just wash, dry cleaning, iron wash"
15,FLO~WASH Laundry Permesin,"Jl. Nyengseret No.22A, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40",Layanan Binatu,+62 815-6025-143,40,4.6,https://search.google.com/local/reviews?placeid=ChIJyZF2JJnoaC4RswTEdJOkyb8&q=la,https://www.google.com/maps?cid=13819757884789228723,-6.9346219,107.6013237,None,"Sabtu: [08.00-18.00], Minggu: [08.00-18.00], Senin: [08.00-18.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipNUlTrz8lW9H_puZ0ojBOH99HxerOWnRwF6NysT,"just wash, dry cleaning, iron wash"
16,Wash n Dry Laundromat Pagarsih,"Jl. Pagarsih No.67C, Cibadak, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40241",Binatu,+62 813-1265-5278,39,5.0,https://search.google.com/local/reviews?placeid=ChIJ-fR4sGnnaC4RrMi9UFQ6d2E&q=la,https://www.google.com/maps?cid=7023146277713856684,-6.922997,107.5950178,https://www.washndrylaundro.com/,"Sabtu: [07.00-20.00], Minggu: [08.00-18.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMvDtfujFskXUUNgsnHuFi6QjzjLPYjmDMUYgcC,"just wash, iron wash"
17,Pusat Laundry Nasional,"Jl. Pasirkoja No.12, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat 4024","Layanan Binatu, Pemasok peralatan binatu yang dioperasikan dengan koin, Pemasok ",+62 853-2056-6660,99,4.7,https://search.google.com/local/reviews?placeid=ChIJwb8zokbnaC4RRHSQ3INM7OQ&q=la,https://www.google.com/maps?cid=16495643664376165444,-6.927031599999999,107.6030915,None,"Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipNaoGTZFgnoA4-5bDGHqRsszvVZp384J6H9Fn5f,"just wash, dry cleaning, iron wash, self laundry"
18,Netto laundry,"Jl. Nyengseret No.11F, Pelindung Hewan, Kec. Astanaanyar, Kota Bandung, Jawa Bar",Binatu,+62 878-9948-7755,4,4.5,https://search.google.com/local/reviews?placeid=ChIJ3xLszCnpaC4RK-c5xXAnuIc&q=la,https://www.google.com/maps?cid=9779609956133758763,-6.9347435,107.6016312,https://www.instagram.com/netto.laundry.bdg/,"Sabtu: [07.00-19.00], Minggu: [07.00-19.00], Senin: [07.00-19.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNZtGVfSgTIVxEBQl54mOPu4rjEmPBxaQOWyLFm,"just wash, iron wash"
19,Laundry Club Inhoftank,"Jalan H Jl. Kurdi Barat I No.1B, Pelindung Hewan, Kec. Astanaanyar, Kota Bandung",Binatu,+62 851-7324-7944,36,4.7,https://search.google.com/local/reviews?placeid=ChIJT-BHFy_paC4RjBehv0QSoo0&q=la,https://www.google.com/maps?cid=10205739792057046924,-6.943937399999999,107.6039141,https://bit.ly/customer_laundryclub_inhoftank,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipOY8smuCtlH6FakwIDiMOHz-BuANEi4DvafwbVs,"just wash, iron wash"
20,Eighteen laundry (Inhoftank),"Jl. Inhoftank No.45b, Pelindung Hewan, Kec. Astanaanyar, Kota Bandung, Jawa Bara",Binatu Cucian Kering,+62 811-2181-811,42,4.6,https://search.google.com/local/reviews?placeid=ChIJg2rIvq3paC4RZGJBXNe3dzo&q=la,https://www.google.com/maps?cid=4213038112022028900,-6.9424137,107.6033135,None,"Sabtu: [08.00-20.00], Minggu: [09.00-15.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipMb8hd-8LItm1phCFtgQzXBvUzpXs6AJnZ2KW8Y,"just wash, dry cleaning, iron wash"
21,Joss Laundry Antapani Bandung,"Jl. Purwakarta No.200, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 4",Layanan Binatu,+62 812-8079-3497,210,4.6,https://search.google.com/local/reviews?placeid=ChIJWcFWAXfnaC4R7c88NnBeCww&q=la,https://www.google.com/maps?cid=867891189238255597,-6.9175312,107.6603482,https://wa.me/6281280793497,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipPmHwi3M4SzziJWEi40t3SGvLH9hgz3_fjp1_kn,"just wash, dry cleaning, iron wash"
22,LaundryKlin Antapani  Laundry Antar Jemput,"Jl. Parakan Saat No.9d, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat","Layanan Binatu, Binatu",+62 851-7318-3938,430,5.0,https://search.google.com/local/reviews?placeid=ChIJSU3QXXbpaC4RY1fnjgiui_o&q=la,https://www.google.com/maps?cid=18053714883025262435,-6.9275609,107.6669637,https://www.laundryklinwijaya.com/,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNl-BTv0EybayYOSDVRwIswUIkqzv54pVKbII1x,"just wash, dry cleaning, iron wash"
23,Sorcha Laundry Antapani,"Jl. Subang No.32, RT.04/RW.02, Antapani Tengah, Kec. Antapani, Kota Bandung, Jaw",Layanan Binatu,+62 851-7952-0363,135,4.8,https://search.google.com/local/reviews?placeid=ChIJTeg5Hs_naC4RMclvAixqjdU&q=la,https://www.google.com/maps?cid=15388072239046838577,-6.9144147,107.654897,https://sorchalaundry.com/,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipOASh9jFROgh9a8Y-6cvT_PsvejXgtBkl5OVwXv,"just wash, dry cleaning, iron wash"
24,Chingu Laundry Antapani,"Jl. Purwakarta No.190, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 4",Layanan Binatu,+62 811-8885-1121,197,4.9,https://search.google.com/local/reviews?placeid=ChIJpUx8USvnaC4RScspDSEhYLI&q=la,https://www.google.com/maps?cid=12853309762353875785,-6.917503,107.6593367,http://chingu-laundry.com/,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipORZgoTi7wfs045rYMSMO5_K4q1-RWVsdhFWOij,"just wash, dry cleaning, iron wash"
25,Nuna Laundry Antapani,"Jl. Purwakarta No.228, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 4",Binatu,+62 818-0908-1330,34,4.9,https://search.google.com/local/reviews?placeid=ChIJvRfLmrrnaC4RM3NPwj-4lH8&q=la,https://www.google.com/maps?cid=9193175323352462131,-6.9172566,107.6615909,None,"Sabtu: [08.00-16.00], Minggu: [09.00-15.00], Senin: [08.00-19.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipNPk_KFCmr2lGttuiJydMJmJc_dhaK3RO9uS0Ru,"just wash, iron wash"
26,dr.laundry Antapani - Antar Jemput,"Jl. Antapani Lama No.148, Cicaheum, Kec. Kiaracondong, Kota Bandung, Jawa Barat ",Layanan Binatu,None,84,5.0,https://search.google.com/local/reviews?placeid=ChIJE5ACtt_naC4RkaI1wlmdCbM&q=la,https://www.google.com/maps?cid=12901015616415441553,-6.903974799999999,107.6573344,http://drlaundry.id/,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNi6m2D36-MzENVtZ1s4p1VVvL_UD_560UlXRlH,"just wash, dry cleaning, iron wash"
27,Briwash Laundry Express - Antapani,"Jl. Sukanagara No.95, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40",Binatu,+62 851-7971-6134,48,4.9,https://search.google.com/local/reviews?placeid=ChIJz44NHwDnaC4RUdiywtSXPZk&q=la,https://www.google.com/maps?cid=11042148801437685841,-6.9220012,107.6616028,https://briwash.id/,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNdttRf1WQOAmcbW1TzqWUgZUfzEWuoPRWU3gmp,"just wash, iron wash"
28,Sachi Laundry Bandung,"Jl. Cibatu Raya No.42B, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat",Binatu,+62 895-3445-02000,34,5.0,https://search.google.com/local/reviews?placeid=ChIJC6gglR7naC4RE97bxJUpRb0&q=la,https://www.google.com/maps?cid=13638352769791024659,-6.9164946,107.6644478,None,"Sabtu: [08.00-19.00], Minggu: [08.00-19.00], Senin: [08.00-19.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipOd_MJYM2XhX5M2AKRFu05bwKUKO8ORgTTHXYqu,"just wash, iron wash"
29,"Art laundry, laundry hotel/partai","Jl. Randusari 6 No.28, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 4",Binatu,+62 813-2000-5181,13,5.0,https://search.google.com/local/reviews?placeid=ChIJUSFpHMLpaC4RUQbQK6atDR8&q=la,https://www.google.com/maps?cid=2237635519084234321,-6.9286585,107.6600004,http://www.instagram.com/laundry.art28,"Sabtu: [Buka 24 jam], Minggu: [Buka 24 jam], Senin: [Buka 24 jam], Selasa: [Buka",https://lh5.googleusercontent.com/p/AF1QipP9Gc2rSg6KoT7TVbW3GdMr93I3l7ogrHCVUOjc,"just wash, iron wash"
30,Masagi Laundry,"Jl. Terusan Jakarta No.334, Sukamiskin, Kec. Antapani, Kota Bandung, Jawa Barat ",Binatu,+62 821-2054-1635,10,4.9,https://search.google.com/local/reviews?placeid=ChIJK8WgEB3naC4RmhtDaUg2Z0U&q=la,https://www.google.com/maps?cid=5001025595849776026,-6.916793299999999,107.6685336,http://www.masagilaundry.com/,"Sabtu: [07.30-17.30], Minggu: [Tutup], Senin: [07.30-17.30], Selasa: [07.30-17.3",https://lh5.googleusercontent.com/p/AF1QipNWzwe91xYou8DEXf4MQGu9Oc8RZm2DLHXsKeiJ,"just wash, iron wash"
31,Sorcha Laundry Arcamanik (Laundry Antar Jemput Bandung),"Ruko Radenia, Jl. Cisaranten Kulon No.3, RT.04/RW.05, Cisaranten Kulon, Kec. Arc",Binatu,+62 811-1111-2731,244,4.8,https://search.google.com/local/reviews?placeid=ChIJJbblApfdaC4RUjkExvMbshs&q=la,https://www.google.com/maps?cid=1995688318691719506,-6.9252015,107.6844898,http://sorchalaundry.com/,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipMf3zp3Q6t_yxSAZEMHObkvTPpQEHNiak7HXuwz,"just wash, iron wash"
32,Neng Laundry Express Arcamanik Bandung - Laundry Terbaik (Express & Cuci Satuan),"Jl. Arcamanik Endah No.87 Blok C, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa",Binatu,+62 813-1250-4752,34,4.5,https://search.google.com/local/reviews?placeid=ChIJ3zGZStrdaC4RPZlVP8Vk9u0&q=la,https://www.google.com/maps?cid=17147003429593651517,-6.918708199999999,107.6747243,https://nenglaundry.com/,"Sabtu: [06.00-21.00], Minggu: [06.00-21.00], Senin: [06.00-21.00], Selasa: [06.0",https://lh5.googleusercontent.com/p/AF1QipPlVVUNbALinG-cn_emuZd-BFDfCILRt67zlFk=,"just wash, iron wash"
33,Brother Laundry Bandung,"Jl. Cisaranten Kulon No.32, Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, Jawa",Layanan Binatu,+62 821-1654-0060,16,5.0,https://search.google.com/local/reviews?placeid=ChIJPdW7dzbdaC4R21TFVmazVAU&q=la,https://www.google.com/maps?cid=384129120357143771,-6.9169642,107.6845658,None,"Sabtu: [07.30-20.30], Minggu: [07.30-20.30], Senin: [07.00-20.30], Selasa: [07.3",https://lh5.googleusercontent.com/p/AF1QipPXJLkRsoS_8GYKgwDbsYaUU0-E0o_YsXwSLSwB,"just wash, dry cleaning, iron wash"
34,Sasa Laundry Arcamanik,"Jl. Golf Barat Raya No.20, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat ",Binatu,+62 822-1763-3668,50,4.2,https://search.google.com/local/reviews?placeid=ChIJIU0kZOrdaC4RBt3z7mfX4PA&q=la,https://www.google.com/maps?cid=17357109805276454150,-6.917999999999999,107.6729019,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipNHkVOfmMkBAhBPHxDAvBYvEvN-bXdMVK1i4okf,"just wash, iron wash"
35,Moza Laundry & Vacuum Bandung,"Jl. Purbasari Raya No.3, Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, Jawa Ba",Binatu,+62 812-2411-1202,881,4.1,https://search.google.com/local/reviews?placeid=ChIJxXF0yU_daC4RUzoPOgl_65Q&q=la,https://www.google.com/maps?cid=10730810214745848403,-6.9153196,107.6790073,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipPH_BsXJwSMG5C0vbHX8uW1-gfOiAD-ndo6woBG,"just wash, iron wash"
36,Gwash Laundry Express Cingised,"Jl. Cingised, Cisaranten Endah, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293",Binatu,+62 811-2346-164,22,5.0,https://search.google.com/local/reviews?placeid=ChIJT1iypsfDaC4RgnLk562gXgY&q=la,https://www.google.com/maps?cid=458980880818664066,-6.9276909,107.6713838,None,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipN5jw500fiwLnFZK5xS5fLb5bHSLQ3Y5qXGnlr7,"just wash, iron wash"
37,Matahari Laundry & Dry Clean,"Jl. Pacuan Kuda I No.75, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40",Layanan Binatu,None,1,5.0,https://search.google.com/local/reviews?placeid=ChIJIYaEI1zdaC4Rc4iDDWNc9lc&q=la,https://www.google.com/maps?cid=6338355106068793459,-6.9086708,107.6753595,None,None,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yxZqq_5KraZ7hqcAr,"just wash, dry cleaning, iron wash"
38,DIATAMA LAUNDRY,"Jl. Cisaranten Kulon No.88, Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, Jawa",Binatu,+62 858-5194-0007,11,5.0,https://search.google.com/local/reviews?placeid=ChIJibjAGsTDaC4R-U9A158HduI&q=la,https://www.google.com/maps?cid=16318238682916081657,-6.9285665,107.6819534,None,"Sabtu: [08.00-17.00], Minggu: [Tutup], Senin: [08.00-17.00], Selasa: [08.00-17.0",https://lh5.googleusercontent.com/p/AF1QipMFq9MF6uV4u5W47M0x-7l1JcqaZFn5fq1Gq6JZ,"just wash, iron wash"
39,Rifa Laundry,"3M7H+WF8, Jl. Cisaranten Kulon, Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, ",Binatu,+62 22 7565743,1,5.0,https://search.google.com/local/reviews?placeid=ChIJObg7jq_CaC4Rn57OLPzUA_k&q=la,https://www.google.com/maps?cid=17943419519922773663,-6.9352193,107.6787015,None,None,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFlRKg6s88BzCeU3ybkzmX9ycvtU_XW,"just wash, iron wash"
40,Raja Gosok,"Jl. Purbalarang No.91, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 4029",Layanan Binatu,+62 812-2006-6268,33,4.6,https://search.google.com/local/reviews?placeid=ChIJEQBKtlrdaC4RFsSiQqLTnRE&q=la,https://www.google.com/maps?cid=1269403363844473878,-6.9134284,107.6801453,None,"Sabtu: [07.30-20.00], Minggu: [07.30-20.00], Senin: [07.30-20.00], Selasa: [07.3",https://lh5.googleusercontent.com/p/AF1QipM-i0pemmL-Y3n1lxzjVyl2yE-T6PN1Pn0qLn55,"just wash, dry cleaning, iron wash"
41,Wash n Dry Laundromat,"Jl. Caringin No.134A, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa ",Layanan Binatu,+62 812-2321-2908,2,5.0,https://search.google.com/local/reviews?placeid=ChIJF4nlA9zpaC4RxzgyTywH-1M&q=la,https://www.google.com/maps?cid=6051438411191040199,-6.9447172,107.5816522,https://www.washndrylaundro.com/,"Sabtu: [07.00-20.00], Minggu: [08.00-18.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipOOYOL9VbCtKxv0T1rv8izrOmldy1Q8_KKzqme6,"just wash, dry cleaning, iron wash"
42,Day By Day Laundry,"Jl. Babakan Ciparay No.215, Babakan Ciparay, Kec. Bojongloa Kaler, Kota Bandung,",Binatu Cucian Kering,+62 812-2352-0074,7,4.6,https://search.google.com/local/reviews?placeid=ChIJyW31NK7oaC4RbQ-gL0cyJYE&q=la,https://www.google.com/maps?cid=9305899486354083693,-6.9384957,107.5829117,None,"Sabtu: [07.00-20.00], Minggu: [07.00-20.00], Senin: [07.00-20.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipOM2waybGBeowVFvPmovtTK9E4oaJxp5oaZ_PRY,"just wash, dry cleaning, iron wash"
43,D4 LAUNDRY,"Jl. Babakan Ciparay No.132, Sukahaji, Kec. Babakan Ciparay, Kota Bandung, Jawa B",Binatu,+62 895-1771-3111,50,4.3,https://search.google.com/local/reviews?placeid=ChIJ_y7qjpPpaC4ROPE-szzXRTQ&q=la,https://www.google.com/maps?cid=3766653319070544184,-6.9331406,107.5846818,None,"Sabtu: [08.00-20.00], Minggu: [08.00-20.00], Senin: [08.00-20.00], Selasa: [08.0",https://lh5.googleusercontent.com/p/AF1QipNR5TJA2qW5KGDhpik1rtgrP9M6kLucLjfI4vVC,"just wash, iron wash"
44,Flass Laundry Caringin Bandung,"Jl. Caringin No.118, Babakan Ciparay, Kec. Babakan Ciparay, Kota Bandung, Jawa B",Binatu,+62 813-9003-0038,21,4.1,https://search.google.com/local/reviews?placeid=ChIJ-3R5Bi7paC4RldOcKHZRu9k&q=la,https://www.google.com/maps?cid=15689223294804611989,-6.9451378,107.5825865,https://wa.me/6281390030038,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipPg3k_w8nsMXhy5ishanP7zLlsONTVAnc6H0DID,"just wash, iron wash"
45,Laundry Papa Caringin,"Jl. Caringin, Babakan, Kec. Babakan Ciparay, Kota Bandung, Jawa Barat 40223",Binatu,None,31,4.4,https://search.google.com/local/reviews?placeid=ChIJ7RZ7-pfvaC4RjE71mx7Tp3o&q=la,https://www.google.com/maps?cid=8838264922156912268,-6.9435045,107.573152,None,"Sabtu: [07.00-21.00], Minggu: [07.00-21.00], Senin: [07.00-21.00], Selasa: [07.0",https://lh5.googleusercontent.com/p/AF1QipN6v5wfzYchNTW_-o0_BtcpuSaTe1gcbjQA7p2I,"just wash, iron wash"
